OBJECTID,NAME,WARD,DATASOURCE,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HINC0_CY,HINC15_CY,HINC25_CY,HINC35_CY,HINC50_CY,HINC75_CY,HINC100_CY,HINC150_CY,HINC200_CY,AGGINC_CY,AGGHINC_CY,HINCBASECY,MEDHINC_CY,ACSSNAP,AVGHINC_CY,PCI_CY,AVGIA15_CY,AVGIA25_CY,AVGIA35_CY,AVGIA45_CY,AVGIA55_CY,AVGIA65_CY,AVGIA75_CY,DI0_CY,DI15_CY,DI25_CY,DI35_CY,DI50_CY,DI75_CY,DI100_CY,DI150_CY,DI200_CY,MEDDI_CY,AGGDI_CY,AVGDI_CY,DIBASE_CY,A15I0_CY,A15I15_CY,A15I25_CY,A15I35_CY,A15I50_CY,A15I75_CY,A15I100_CY,A15I150_CY,A15I200_CY,MEDIA15_CY,AGGIA15_CY,IA15BASECY,A25I0_CY,A25I15_CY,A25I25_CY,A25I35_CY,A25I50_CY,A25I75_CY,A25I100_CY,A25I150_CY,A25I200_CY,MEDIA25_CY,AGGIA25_CY,IA25BASECY,A35I0_CY,A35I15_CY,A35I25_CY,A35I35_CY,A35I50_CY,A35I75_CY,A35I100_CY,A35I150_CY,A35I200_CY,MEDIA35_CY,AGGIA35_CY,IA35BASECY,A45I0_CY,A45I15_CY,A45I25_CY,A45I35_CY,A45I50_CY,A45I75_CY,A45I100_CY,A45I150_CY,A45I200_CY,MEDIA45_CY,AGGIA45_CY,IA45BASECY,A55I0_CY,A55I15_CY,A55I25_CY,A55I35_CY,A55I50_CY,A55I75_CY,A55I100_CY,A55I150_CY,A55I200_CY,MEDIA55_CY,AGGIA55_CY,IA55BASECY,A65I0_CY,A65I15_CY,A65I25_CY,A65I35_CY,A65I50_CY,A65I75_CY,A65I100_CY,A65I150_CY,A65I200_CY,MEDIA65_CY,AGGIA65_CY,IA65BASECY,A75I0_CY,A75I15_CY,A75I25_CY,A75I35_CY,A75I50_CY,A75I75_CY,A75I100_CY,A75I150_CY,A75I200_CY,MEDIA75_CY,AGGIA75_CY,IA75BASECY,MEDHHR_CY,IA55UBASCY,MEDIA55UCY,AVGIA55UCY,IA65UBASCY,MEDIA65UCY,AVGIA65UCY,MEDDIA15CY,AVGDIA15CY,AGGDIA15CY,MEDDIA25CY,AVGDIA25CY,AGGDIA25CY,MEDDIA35CY,AVGDIA35CY,AGGDIA35CY,MEDDIA45CY,AVGDIA45CY,AGGDIA45CY,MEDDIA55CY,AVGDIA55CY,AGGDIA55CY,MEDDIA65CY,AVGDIA65CY,AGGDIA65CY,MEDDIA75CY,AVGDIA75CY,AGGDIA75CY,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,TOTHH_CY,WLTHINDXCY
28,Desert Palms Park,2,NEIGHBORHOODS,27,US,28,BlockApportionment:US.BlockGroups,2.191,2.576,1,3,8,8,10,27,37,41,19,0,13675906,13913713,153,86459,5,90939,38852,0,94075,104537,109830,101605,90417,58976,3,9,10,18,43,33,36,1,0,69568,11527920,75346,153,0,0,0,0,0,0,0,0,0,0,14450,0,0,0,0,0,2,3,4,1,0,100000,1034820,11,0,0,0,1,2,4,8,3,0,106463,1986205,19,0,0,0,1,2,7,6,5,0,102421,2416255,22,1,0,0,1,6,11,12,5,0,96758,3657785,36,1,1,1,2,7,8,6,4,0,82000,2622092,29,1,7,6,5,9,3,5,1,0,48046,2182107,37,61.9,101,77829,82155,66,62150,71704,0,0,14236,70007,75446,829901,80706,83147,1579801,85248,91108,2004382,79274,83021,2988766,66082,76465,2217486,40083,51172,1893348,27,US,28,BlockApportionment:US.BlockGroups,2.191,2.576,1,153,103
29,Dietz,4,NEIGHBORHOODS,28,US,29,BlockApportionment:US.BlockGroups,2.191,2.576,1,323,402,544,496,684,479,204,74,15,176441185,176250927,3221,44226,541,54719,22368,36338,57430,61489,63892,59518,50923,39450,385,505,568,591,762,233,161,10,7,37889,147277035,45724,3221,24,23,31,27,19,8,1,0,0,30339,4760234,131,46,52,75,89,125,82,31,14,3,49195,29633711,516,50,43,60,80,103,96,38,18,3,52016,30191247,491,46,39,65,68,117,112,46,17,3,55939,32712531,512,57,67,68,72,152,92,55,15,2,52726,34460815,579,41,57,91,85,115,52,19,6,2,41596,23781160,467,61,122,156,76,53,37,14,4,2,28934,20711229,525,54.2,1571,38325,50193,992,33234,44806,26619,31687,4150960,41022,46701,24097625,46257,50731,24908921,50205,54048,27672502,41452,49036,28392119,34464,42936,20051137,27208,34293,18003771,28,US,29,BlockApportionment:US.BlockGroups,2.191,2.576,1,3221,49
30,Dodge Flower,3,NEIGHBORHOODS,29,US,30,BlockApportionment:US.BlockGroups,2.191,2.576,1,410,232,245,150,125,51,29,39,27,54054321,53455864,1309,25336,538,40837,17459,27266,41535,49311,40813,45583,34106,30684,452,269,215,150,114,30,49,17,13,21619,43966772,33588,1309,56,27,20,18,7,3,0,3,0,18008,3653631,134,93,45,70,41,31,9,7,4,9,26675,12834407,309,63,29,49,32,31,15,8,1,11,29688,11735998,238,71,38,44,25,22,11,5,7,4,25711,9264481,227,72,34,37,15,25,7,7,16,3,25379,9845900,216,37,36,20,16,9,4,3,5,0,21798,4433823,130,17,23,4,4,1,2,0,3,0,17702,1687625,55,43.9,401,22107,39918,185,20086,33269,16077,23424,3138769,25206,33044,10210650,26640,39893,9494484,22592,34523,7836624,21651,38089,8227261,19208,27642,3593418,17335,26647,1465565,29,US,30,BlockApportionment:US.BlockGroups,2.191,2.576,1,1309,27
31,Doolen-Fruitvale,3,NEIGHBORHOODS,0,US,31,BlockApportionment:US.BlockGroups,2.191,2.576,1,175,77,135,117,164,51,57,14,5,37472115,37622591,795,35976,212,47324,20135,37808,51813,53472,50710,44157,40165,33222,188,109,132,142,139,45,36,2,2,31981,31759607,39949,795,20,7,13,7,8,2,4,1,0,27298,2344110,62,34,13,32,26,35,11,13,6,2,38110,8911834,172,33,9,22,29,34,12,18,3,1,42207,8662545,162,34,8,20,17,31,10,13,3,1,39692,6896514,136,29,14,21,16,34,7,6,1,1,35343,5696290,129,16,15,19,19,18,6,3,0,0,33580,3815642,95,9,12,8,3,4,3,1,0,0,23697,1295655,39,45.1,263,32189,40783,134,30031,37583,22129,31750,1968512,35511,42919,7382018,38815,44907,7275013,34366,43401,5902573,29845,37491,4836330,28164,34063,3236018,22477,29722,1159143,0,US,31,BlockApportionment:US.BlockGroups,2.191,2.576,1,795,32
32,Drexel Park,5,NEIGHBORHOODS,1,US,32,BlockApportionment:US.BlockGroups,2.191,2.576,1,183,187,110,132,69,41,2,10,10,28283646,27109682,744,25130,271,36438,11644,27821,38294,35679,40931,36665,35864,31028,218,189,120,113,76,8,12,4,5,22356,23028786,30953,744,26,32,13,11,4,4,0,0,1,19625,2476094,89,44,39,30,32,17,20,1,1,2,27624,7084366,185,37,35,20,29,11,8,1,1,3,25181,5102046,143,32,23,21,30,24,7,1,3,2,32302,5853153,143,26,26,16,19,11,3,0,3,1,25223,3886469,106,10,20,8,11,3,0,0,1,1,22638,1900814,53,8,13,2,1,0,0,0,1,1,17079,806741,26,41.9,184,22316,35643,79,20139,33844,17622,24292,2161950,26186,31243,5779922,21861,31706,4533929,27567,35131,5023789,22077,30536,3236868,20158,29668,1572414,16777,27689,719913,1,US,32,BlockApportionment:US.BlockGroups,2.191,2.576,1,744,26
33,Duffy,6,NEIGHBORHOODS,2,US,33,BlockApportionment:US.BlockGroups,2.191,2.576,1,130,141,63,70,98,24,56,19,14,30727841,31808276,615,30128,96,51721,25458,28634,49279,49770,68571,61066,55218,28071,153,138,72,86,76,36,41,8,6,26871,25863703,42055,615,6,12,2,3,3,0,1,0,0,19578,801739,28,17,21,13,14,17,4,12,1,1,34003,4878625,99,11,15,8,10,7,3,8,1,1,31928,3235073,65,18,11,10,11,16,4,13,6,4,44234,6377122,93,31,23,13,11,24,9,14,6,5,36065,8243912,135,20,24,9,10,20,3,7,5,3,31688,5577018,101,27,34,9,11,11,1,2,0,0,19540,2694786,96,56.7,331,26823,49746,197,23152,42203,18845,26235,734579,32140,40593,4018713,27956,37619,2445246,37668,56597,5263519,30676,48657,6568742,27347,44399,4484341,18664,24464,2348562,2,US,33,BlockApportionment:US.BlockGroups,2.191,2.576,1,615,57
34,Dunbar Spring,1,NEIGHBORHOODS,3,US,34,BlockApportionment:US.BlockGroups,2.191,2.576,1,161,57,47,74,43,14,19,14,17,23177749,21350513,446,25821,24,47871,21148,22007,54777,53883,46728,73311,62251,29247,171,64,59,64,35,14,21,10,8,22471,16776302,37615,446,61,17,9,16,4,1,3,0,0,13648,2442798,111,29,9,9,13,15,5,5,2,5,33609,4929946,90,18,5,7,10,8,3,4,2,2,34081,3179073,59,20,6,8,10,5,2,4,2,1,28051,2756931,59,16,6,7,13,9,2,3,5,6,38967,4838533,66,12,6,6,9,2,2,1,1,4,30078,2676792,43,5,8,2,3,0,0,0,1,0,18950,526441,18,38.7,127,32136,62339,61,25000,51665,13125,19570,2172281,29809,41395,3725570,31056,44518,2626544,26094,37657,2221740,31828,54566,3601384,25654,45898,1973596,18259,25288,455187,3,US,34,BlockApportionment:US.BlockGroups,2.191,2.576,1,446,40
35,Eastside,2,NEIGHBORHOODS,4,US,35,BlockApportionment:US.BlockGroups,2.191,2.576,1,52,53,91,191,322,260,412,141,84,156873833,156856207,1606,82313,38,97669,38169,66295,89291,112182,109223,105455,95186,62757,57,74,137,252,383,303,309,49,42,66254,125912834,78402,1606,1,2,4,6,5,3,2,0,1,46559,1591075,24,4,2,8,30,35,26,39,8,6,75000,14108035,158,8,6,9,21,33,32,99,23,18,103950,27933250,249,5,3,9,35,38,56,109,47,13,102798,34405162,315,15,10,14,28,67,79,91,39,24,88536,38702141,367,14,13,18,22,81,47,47,22,19,72018,26937606,283,5,17,29,49,63,17,25,2,3,51122,13178938,210,56.6,860,72419,91650,493,60732,81372,46559,65167,1563998,57634,70539,11145154,78110,85058,21179388,83020,90451,28492180,72752,83141,30512666,60073,76940,21773896,41874,53550,11245552,4,US,35,BlockApportionment:US.BlockGroups,2.191,2.576,1,1606,127
36,El Gheko,2,NEIGHBORHOODS,5,US,36,BlockApportionment:US.BlockGroups,2.191,2.576,1,101,72,64,110,173,130,109,44,36,62803572,64220994,839,58044,106,76545,34814,51561,73776,86254,91695,85635,80030,59467,110,80,93,136,197,96,88,19,19,50000,51437201,61308,839,7,2,2,2,6,2,1,0,0,35000,1082774,21,15,5,8,16,25,15,17,4,4,57926,8041636,109,13,4,4,8,18,11,26,4,4,73040,7935391,92,11,3,4,13,23,20,14,8,7,71169,9536266,104,13,6,8,18,40,33,22,10,7,69281,13530264,158,10,10,12,23,38,29,9,9,7,59315,11844400,148,32,42,27,29,23,19,20,9,6,35945,12250263,206,60.9,513,54523,73630,354,47018,68064,35000,43961,923179,48372,58321,6356995,60226,68501,6302081,58236,73841,7679493,55927,67576,10677006,50995,63762,9436732,31428,48843,10061715,5,US,36,BlockApportionment:US.BlockGroups,2.191,2.576,1,839,94
37,El Conquistador,6,NEIGHBORHOODS,6,US,37,BlockApportionment:US.BlockGroups,2.191,2.576,1,8,2,6,8,6,9,10,8,6,7666142,6420171,62,78219,2,103551,45095,41732,101772,141615,134776,128230,96341,53581,8,3,7,7,10,7,13,3,3,61473,4854410,78297,62,0,0,0,0,0,0,0,0,0,0,83463,2,1,0,1,2,1,2,2,2,1,85566,1119490,11,1,0,1,1,0,2,1,2,1,91983,1132920,8,1,0,0,1,0,1,2,2,1,119377,1078211,8,1,0,1,1,1,2,2,2,2,100000,1410531,11,2,1,1,1,1,2,2,1,1,75000,1059746,11,3,0,2,2,1,1,1,0,0,35000,535810,10,56.4,33,65004,88414,21,43924,72525,0,32176,64353,55627,76091,836996,66667,98033,784261,85912,103722,829773,85566,94697,1041671,54545,75899,834894,29084,46246,462463,6,US,37,BlockApportionment:US.BlockGroups,2.191,2.576,1,62,139
38,El Cortez,3,NEIGHBORHOODS,7,US,38,BlockApportionment:US.BlockGroups,2.191,2.576,1,10,50,47,23,24,2,18,0,0,7491017,7299414,174,29665,76,41951,16179,31141,44254,49528,48202,45301,33094,25966,19,57,40,25,15,11,7,0,0,26984,6347930,36482,174,2,8,4,2,3,0,1,0,0,25000,591673,19,2,8,11,5,4,1,5,0,0,31306,1593147,36,2,8,6,4,3,1,6,0,0,32795,1436301,29,1,6,5,5,5,1,4,0,0,38399,1301467,27,1,7,6,5,7,0,3,0,0,36059,1313743,29,1,4,10,2,1,0,1,0,0,27744,595701,18,2,8,5,2,1,0,0,0,0,22921,467383,18,46.5,64,28553,36013,36,26306,28732,21209,29270,556122,29918,38629,1390654,28213,41205,1194935,32774,42458,1146372,31770,38844,1126467,25361,28522,513402,21124,23332,419979,7,US,38,BlockApportionment:US.BlockGroups,2.191,2.576,1,174,29
39,El Montevideo,6,NEIGHBORHOODS,8,US,39,BlockApportionment:US.BlockGroups,2.191,2.576,1,11,2,2,21,30,17,33,18,38,24226133,25538364,172,103046,5,148479,71888,84773,113984,165541,185002,165394,169483,114183,11,2,10,25,30,20,36,20,19,84062,18573633,107986,172,1,0,0,1,1,0,1,1,0,60000,254320,3,2,0,1,5,6,2,2,2,3,61739,2507646,22,1,0,0,2,5,3,1,3,6,94791,3476361,21,1,0,0,2,3,1,4,2,6,126316,3330029,18,2,0,0,3,4,4,5,3,8,111241,4796421,29,1,1,1,2,7,5,12,3,11,113256,6948819,41,5,1,1,6,5,2,8,3,5,75000,4224769,37,62.4,108,105272,147870,78,103923,141438,41089,59274,177821,53382,80959,1781107,80172,110569,2321947,104155,134766,2425785,88117,117699,3413278,104837,126884,5202263,67209,87877,3251432,8,US,39,BlockApportionment:US.BlockGroups,2.191,2.576,1,172,282
40,El Presidio,1,NEIGHBORHOODS,9,US,40,BlockApportionment:US.BlockGroups,2.191,2.576,1,107,59,47,60,68,33,17,6,5,15001697,17922038,403,31883,39,44472,21710,31341,46426,50938,64030,45346,35969,25266,120,61,53,69,67,15,12,3,2,28086,14860681,36875,403,22,7,9,7,5,3,0,0,1,21319,1661064,53,29,19,19,21,29,16,6,2,1,37146,6638909,143,15,8,7,9,9,6,4,1,1,35000,3107243,61,8,3,4,7,10,3,3,2,2,47183,2689279,42,11,5,3,8,9,3,1,0,1,37006,1859192,41,11,8,3,6,4,2,1,1,0,23177,1258901,35,11,9,2,3,2,1,1,0,0,17591,707451,28,35.9,104,23667,36090,63,19932,30252,17537,26438,1401223,34020,37861,5414119,32945,42133,2570143,39191,53762,2258018,28459,37601,1541659,21156,29845,1044563,16707,22534,630956,9,US,40,BlockApportionment:US.BlockGroups,2.191,2.576,1,403,29
41,El Rio Acres,1,NEIGHBORHOODS,10,US,41,BlockApportionment:US.BlockGroups,2.191,2.576,1,106,99,80,135,74,49,37,8,5,28590876,27073566,592,35833,257,45732,14396,37494,53476,48156,52488,44583,39032,25169,122,109,110,108,84,31,22,3,2,29996,22746104,38422,592,13,8,8,8,3,1,1,1,0,25432,1649722,44,22,17,15,17,21,16,12,2,1,40465,6577587,123,17,15,16,24,13,10,8,2,0,36930,5056418,105,17,13,12,22,17,12,10,1,1,40721,5511251,105,15,18,13,27,15,5,4,1,1,36218,4413746,99,7,12,10,33,5,3,1,0,0,36389,2732251,70,15,17,6,4,1,1,0,0,0,17601,1132589,45,47.2,214,32409,38685,115,28336,33607,20165,30377,1336589,36764,43615,5364619,34126,40566,4259398,35286,45001,4725105,28774,37785,3740712,28672,33104,2317288,16905,22275,1002393,10,US,41,BlockApportionment:US.BlockGroups,2.191,2.576,1,592,34
42,Elvira,1,NEIGHBORHOODS,11,US,42,BlockApportionment:US.BlockGroups,2.191,2.576,1,66,139,85,147,271,107,79,3,4,49974657,49974657,901,50687,272,55466,15218,51312,57958,65951,61596,56527,46557,40682,87,143,123,191,247,72,34,2,2,41199,42243691,46885,901,2,2,2,3,6,2,1,0,0,50000,923617,18,15,15,5,19,35,23,12,1,0,53955,7244788,125,9,15,5,23,57,22,21,0,2,57474,10156415,154,9,12,5,24,64,19,15,1,0,55863,9177847,149,13,31,9,27,68,19,19,1,0,52784,10570573,187,11,32,28,42,33,14,10,0,0,38623,7914626,170,7,32,31,9,8,8,1,0,2,27186,3986791,98,55.2,455,40179,49389,268,33383,44408,39387,41661,749903,44280,47136,5891969,51838,55392,8530304,51131,53776,8012580,41947,47673,8914789,31551,39689,6747078,25847,34664,3397068,11,US,42,BlockApportionment:US.BlockGroups,2.191,2.576,1,901,49
43,Enchanted Hills,1,NEIGHBORHOODS,12,US,43,BlockApportionment:US.BlockGroups,2.191,2.576,1,71,76,62,123,88,81,23,14,0,26832457,27203054,538,40802,187,50563,17345,39720,55176,54246,55813,53940,42004,35034,85,82,89,109,118,32,23,0,0,36227,22678753,42154,538,9,8,6,9,4,6,1,0,0,31900,1747680,44,14,13,13,23,15,22,4,6,0,43436,6069404,110,13,11,13,24,21,18,8,2,0,45090,5967053,110,9,8,9,16,21,14,5,2,0,50000,4632472,83,11,9,8,18,19,11,5,3,0,45603,4584941,85,8,13,8,26,6,6,2,1,0,37021,2940279,70,6,13,4,6,2,4,0,1,0,23747,1261226,36,45.6,192,38153,46244,106,35261,39637,28447,34105,1500600,39330,44226,4864887,41578,45939,5053263,42548,47475,3940442,36863,44427,3776303,29322,35279,2469550,22620,29825,1073708,12,US,43,BlockApportionment:US.BlockGroups,2.191,2.576,1,538,37
44,Flowing Wells,1,NEIGHBORHOODS,13,US,44,BlockApportionment:US.BlockGroups,2.191,2.576,1,889,719,478,567,616,205,270,78,2,165542622,164056700,3825,30668,1136,42891,17920,34257,50011,48959,48447,42269,36967,32263,1005,761,557,578,529,200,190,4,1,27048,140384863,36702,3825,57,38,26,16,20,3,4,7,0,21552,5823740,170,108,83,78,84,104,43,52,20,0,37292,28606030,572,111,68,70,91,106,45,57,7,1,38707,27172183,555,127,61,76,114,149,44,47,11,0,40334,30472939,629,190,117,86,127,133,38,49,11,0,32484,31828345,753,172,156,97,106,80,12,40,11,0,25683,24989798,676,124,197,46,30,23,21,19,11,0,18994,15163664,470,54.8,1899,24735,37965,1146,21814,35069,18757,30046,5107901,34916,41461,23715637,35986,41639,23109532,35316,42282,26595300,27089,35729,26903626,22368,31848,21529307,18408,28561,13423559,13,US,44,BlockApportionment:US.BlockGroups,2.191,2.576,1,3825,35
45,Glenn Heights,2,NEIGHBORHOODS,14,US,45,BlockApportionment:US.BlockGroups,2.191,2.576,1,19,20,20,54,77,19,85,15,7,20695197,24871948,315,61873,0,78959,34492,61863,77323,100729,98261,87813,76552,71100,20,23,38,66,57,47,57,3,4,53259,20990218,66636,315,0,0,1,1,2,0,0,0,0,50000,309316,5,0,0,1,2,8,1,3,1,0,61439,1391815,18,0,0,0,2,6,1,10,1,1,103068,2216048,22,1,1,1,5,8,2,10,2,2,75000,3046078,31,1,1,1,6,14,3,17,1,1,73625,4039419,46,1,2,2,6,17,3,8,1,1,60138,3062098,40,15,15,13,31,22,7,38,8,2,51199,10807174,152,73.8,239,58944,75564,192,55095,72236,39924,50008,250040,55435,64560,1162089,71909,79873,1757211,65625,81336,2521406,62445,73033,3359527,52512,64951,2598055,43992,61460,9341890,14,US,45,BlockApportionment:US.BlockGroups,2.191,2.576,1,315,81
46,Country Glenn,3,NEIGHBORHOODS,15,US,46,BlockApportionment:US.BlockGroups,2.191,2.576,1,84,78,81,158,95,74,116,8,8,41334585,41820148,703,43909,80,59488,28546,41358,57499,65596,66417,63266,60526,44640,99,89,112,142,114,86,53,5,4,39206,35078612,49898,703,12,9,9,15,5,5,4,0,0,34263,2481505,60,18,20,19,42,23,13,26,1,2,42342,9487412,165,14,9,12,26,17,12,32,2,1,51582,8199532,125,13,10,10,21,15,12,26,2,1,51185,7372334,111,12,13,11,22,20,14,20,1,2,49525,7275624,115,11,8,10,22,12,13,4,3,3,43012,5084203,84,5,9,9,10,3,5,3,0,0,33497,1919538,43,45.1,243,43177,58283,127,39587,53875,28689,35038,2102303,38814,48021,7923547,48018,54321,6790146,46592,57924,6429564,40455,52772,6068732,34627,48390,4064730,29902,39525,1699590,15,US,46,BlockApportionment:US.BlockGroups,2.191,2.576,1,703,43
47,Groves Lincoln Park,4,NEIGHBORHOODS,16,US,47,BlockApportionment:US.BlockGroups,2.191,2.576,1,185,221,175,307,501,251,185,30,49,119994012,119968562,1904,51979,270,63009,22666,57751,62661,73725,67991,65932,53240,43767,222,241,246,381,495,166,103,26,24,43230,98943156,51966,1904,4,10,6,7,10,2,0,0,3,36550,2425522,42,33,29,25,53,86,49,30,11,3,53702,19988728,319,30,28,19,44,90,46,56,8,12,59698,24550510,333,34,26,19,55,108,56,43,5,9,57084,24136798,355,43,36,27,56,123,60,39,5,12,55177,26438910,401,22,41,34,62,71,22,12,0,6,42721,14374898,270,19,51,45,30,13,16,5,1,4,28863,8053196,184,52.3,855,45043,57154,454,36711,49401,32877,45743,1921205,44266,50364,16065992,52611,59532,19824260,51396,58337,20709794,44591,53537,21468390,35377,44669,12060496,26888,37462,6893019,16,US,47,BlockApportionment:US.BlockGroups,2.191,2.576,1,1904,60
48,Harlan Heights,6,NEIGHBORHOODS,17,US,48,BlockApportionment:US.BlockGroups,2.191,2.576,1,94,72,114,138,124,38,37,4,24,39168723,35722308,644,38410,146,55469,26026,50669,60217,77747,62030,55226,45743,35085,104,97,134,133,102,29,21,10,14,33678,29455024,45738,644,5,2,7,8,5,1,0,0,1,35560,1418734,28,14,6,19,20,21,8,7,1,4,41841,6021744,100,11,5,10,16,17,7,6,0,8,47463,6142017,79,11,7,15,31,20,5,8,1,5,42203,6327064,102,23,14,22,25,38,11,10,1,4,42734,8228703,149,14,14,16,24,18,3,4,0,1,36201,4391319,96,16,25,25,14,6,2,1,0,1,26024,3192727,91,55.9,335,34349,47629,187,29642,41218,30797,42438,1188255,38086,48972,4897190,42688,59393,4692069,37878,53361,5442843,34510,44808,6676394,29363,39179,3761162,24702,30737,2797111,17,US,48,BlockApportionment:US.BlockGroups,2.191,2.576,1,644,43
49,Old Spanish Trail,4,NEIGHBORHOODS,18,US,49,BlockApportionment:US.BlockGroups,2.191,2.576,1,63,121,100,221,230,373,220,66,14,104658285,104658285,1408,70483,67,74331,29665,59239,76124,87905,77833,80188,66548,47590,80,134,154,232,419,232,140,10,7,53971,85364099,60628,1408,2,2,2,7,8,5,1,1,0,51869,1658687,28,5,8,11,38,23,48,22,9,2,72090,12636593,166,8,14,12,35,35,62,97,17,2,87711,24789094,282,9,19,11,45,42,83,38,14,3,76050,20547861,264,18,14,15,26,59,91,39,13,6,76355,22532733,281,12,29,15,32,41,59,15,11,1,59466,14307885,215,9,35,34,38,22,25,8,1,0,37211,8185432,172,53.6,668,59314,67404,387,47021,58122,43300,48198,1349531,52276,60307,10010932,67744,70510,19883825,56793,64248,16961502,57167,64646,18165528,50743,55596,11953126,32732,40928,7039655,18,US,49,BlockApportionment:US.BlockGroups,2.191,2.576,1,1408,68
50,Hedrick Acres,3,NEIGHBORHOODS,19,US,50,BlockApportionment:US.BlockGroups,2.191,2.576,1,539,333,237,375,202,145,56,0,14,71077596,71053877,1901,27684,226,37377,18343,30068,37730,46134,45597,36753,32684,25689,613,338,275,341,235,63,23,7,7,25000,60102500,31616,1901,131,92,48,85,18,28,3,0,1,21950,12237578,407,150,92,81,118,67,46,22,0,1,29980,21807772,578,67,30,41,60,39,28,13,0,5,35576,13056005,283,61,30,26,41,27,16,11,0,6,31293,9894493,217,64,37,22,39,37,15,5,0,1,28455,8085647,220,39,33,13,27,14,7,2,0,1,23206,4379665,134,27,18,6,6,1,4,0,0,1,16551,1592718,62,34.4,416,23585,33551,196,20380,30012,19451,26249,10683310,27823,31778,18367911,31925,38406,10868899,27419,38634,8383679,24825,30575,6726594,21244,27494,3684233,15868,22385,1387874,19,US,50,BlockApportionment:US.BlockGroups,2.191,2.576,1,1901,24
51,Highland Vista Cinco Via,6,NEIGHBORHOODS,20,US,51,BlockApportionment:US.BlockGroups,2.191,2.576,1,22,8,16,24,83,56,96,20,7,32313487,28962168,332,79464,2,87235,38332,54217,90919,99013,95445,94357,84182,57215,22,13,19,51,92,67,61,3,3,63670,23851834,71843,332,1,0,0,2,1,0,0,0,0,39924,271086,5,3,0,2,5,7,7,10,2,1,79008,3454936,38,4,0,1,4,9,8,19,4,2,97969,5148664,52,3,0,3,3,12,11,17,5,1,87676,5344919,56,5,1,2,1,15,15,26,5,1,92526,6699335,71,1,1,2,4,25,11,19,2,1,75000,5640179,67,6,4,6,5,13,3,4,1,0,50000,2403049,42,57,180,73918,82361,109,63258,74474,39924,47749,238747,60578,72020,2736764,72365,76092,3956787,73819,79972,4478458,75764,77863,5528242,62750,72528,4859353,38887,48892,2053483,20,US,51,BlockApportionment:US.BlockGroups,2.191,2.576,1,332,85
52,Houghton East,2,NEIGHBORHOODS,21,US,52,BlockApportionment:US.BlockGroups,2.191,2.576,1,72,53,94,167,329,229,444,213,187,209651285,209726149,1787,93335,47,117362,48218,63530,99703,139549,138697,131380,102578,73011,80,75,135,235,357,299,412,102,91,75661,160938306,90061,1787,0,0,0,2,2,2,0,0,0,59164,508243,8,1,2,7,14,13,15,24,10,4,86399,8973272,90,2,2,9,12,19,27,43,42,23,116189,25118756,180,6,7,11,26,38,32,128,68,46,116935,50208358,362,20,10,19,25,63,75,139,66,63,106310,63193905,481,28,20,25,34,117,66,91,22,41,74357,45442210,443,14,11,23,53,77,12,18,5,11,51969,16281405,223,60.3,1148,79546,108813,666,63369,92401,51991,52141,417129,65191,77491,6974190,87975,100242,18043547,98611,108259,39189693,84534,99165,47698513,61696,80704,35751700,42213,57684,12863533,21,US,52,BlockApportionment:US.BlockGroups,2.191,2.576,1,1787,194
53,Iron Horse,6,NEIGHBORHOODS,22,US,53,BlockApportionment:US.BlockGroups,2.191,2.576,1,148,51,16,34,50,11,21,16,2,12815706,14389474,351,19198,31,40996,21575,24373,45874,49631,53882,46272,48346,43330,160,45,22,44,38,14,25,2,1,17619,11893217,33884,351,59,20,5,10,7,1,3,2,0,13602,2583490,106,38,13,6,10,19,4,8,6,1,27095,4816768,105,16,6,2,5,7,2,3,3,1,27117,2233411,45,13,4,1,3,6,1,3,3,1,29509,1993639,37,11,3,1,3,6,2,1,2,0,29495,1341890,29,9,4,1,3,4,1,2,1,0,23252,1160298,24,2,1,0,0,1,0,0,0,0,15000,259978,6,31.7,59,23279,47624,30,21062,48975,12738,21523,2281449,22820,37341,3920856,25000,40003,1800132,25000,44080,1630972,22795,37208,1079045,22753,40386,969260,15000,35250,211503,22,US,53,BlockApportionment:US.BlockGroups,2.191,2.576,1,351,27
54,Ironwood Ridge,1,NEIGHBORHOODS,23,US,54,BlockApportionment:US.BlockGroups,2.191,2.576,1,5,7,7,6,12,8,11,1,2,4496545,4337680,59,57069,5,73520,27929,54136,70474,84256,81306,79111,77649,49584,7,7,7,9,14,8,6,1,1,50000,3515690,59588,59,1,1,1,0,1,0,0,0,0,25000,216546,4,2,2,2,2,3,2,3,0,1,52941,1127586,16,1,1,1,1,2,1,3,0,0,60000,842565,10,1,1,0,0,2,2,2,0,0,75000,650446,8,1,1,0,0,2,1,2,0,0,66362,553775,7,1,1,1,1,3,2,1,0,0,55627,698842,9,1,1,2,1,0,0,1,0,0,28747,247919,5,44.5,21,51627,65241,14,41368,59173,30000,44112,176448,43750,56051,896821,63804,66176,661758,54062,68187,545494,50000,63384,443691,52386,63847,574622,26436,43372,216858,23,US,54,BlockApportionment:US.BlockGroups,2.191,2.576,1,59,67
