OBJECTID,Neighborhood Name,Primary Ward,HasData,ORIGINAL_OID,Percent Minority Population,Total Population,Population Under 200% of Poverty,Population for which poverty status is determined,"Percent Non-Working Age (0-17, 65+)",Percent Seniors,Percent Children,Percent Unemployed,KeyField,HeatSeverity,PCTTreeCover,AREASqKm,PopDensity,PopAdjFactor,GOAL,GAP,GapScore,PriorityIndex,TreeEquityScore,PCTPoverty,Status,TES,AreaSqMi,PopDens_SqMi,PriorityCategory,Shape__Area,Shape__Length,Percent Working Age (18-64)
31,Rita Ranch,4,1,49,40.81,17666,13459,17070,35.61,8.31,27.3,10.85,49,7.17730480361235,3.16377632994952,39.7515015000807,444.410885962739,1.2,18,14.8362236700505,85.085839573612,0.446491989792519,62.0098541856109,21.1540714704159,01 High Priority,0 - 64,15.3481405364746,1151.01891059813,High Priority,427944188.259918,121174.388586236,64.39
32,Dorado Country Club Estates,2,1,458,28.47,815,591,707,63.19,57.79,5.4,13.73,458,1.61105318039625,11.841462740076,0.874315640656835,932.157635185076,1.2,18,6.158537259924,35.3192513782196,0.209744596296447,92.5919778781826,16.4073550212164,04 Low Priority,89 - 99,0.337575156148562,2414.2771917769,Low Priority,9411539.97994995,12213.8414068184,36.81
33,Broadway and Rosemont,6,1,421,0,0,0,0,0,0,0,0,421,6.32214765100671,7.19323651068528,0.133524998040771,0,1.2,18,10.8067634893147,,,,,,,0.0515542899694328,0,,1437294.60089111,5277.19737840593,0
34,Rillito Park,3,1,274,41.89,771,274,524,34.76,28.02,6.74,9.65,274,3.50093109869646,5.34403991498594,0.491902006548518,1567.38535264331,1.2,18,12.6559600850141,72.5820136843408,0.409467900783145,70.2799952220595,47.7099236641221,02 Upper-Moderate Priority,64 - 79,0.18992442654423,4059.50942713757,High Priority,5326291.96560669,10080.0246944418,65.24
35,Vactor Ranch,2,1,353,22,50,35,39,50,40,8,9.52,353,2.55555555555556,16.2336757389121,0.126784368767854,394.370382452678,1.2,18,1.7663242610879,10.129881164928,0.21975237909223,,10.2564102564103,,,0.0489517184569903,1021.41460149005,,1366078.2984314,5865.59840373741,50
36,Frontier West Estates,1,1,232,74.49,592,330,626,37.84,15.54,22.3,15.84,232,5.33809523809524,11.4767163561871,0.185381485607784,3193.41490904064,1,15,3.5232836438129,20.2060546913266,0.548158969195836,88.9238698888877,47.2843450479233,03 Low-Moderate Priority,79 - 89,0.0715761917562532,8270.90664471235,Moderate Priority,1995379.10412598,5997.47328059476,62.16
37,National City Southwest,1,1,159,96.77,1362,566,1240,44.35,16.23,28.12,20.13,159,5.89150326797386,7.34500763734987,0.671168867460701,2029.29555590531,1,15,7.65499236265013,43.9014311586917,0.629058562870137,72.3834288073711,54.3548387096774,02 Upper-Moderate Priority,64 - 79,0.259139748506501,5255.85136147429,High Priority,7213219.69644165,10859.839795923,55.65
38,Double Acres,2,0,454,0,0,0,0,0,0,0,0,454,4.02962962962963,11.211920155836,0.120338131209989,0,1.2,18,6.788079844164,,,,,,,0.0464628122212766,0,,1295371.33676147,4847.27891897266,0
39,El Dorado Square,2,0,104,0,0,0,0,0,0,0,0,104,4.77777777777778,25.2894054460245,0.0310771371799382,0,1.2,18,0,,,,,,,0.0119989497480634,0,,331657.815093994,2427.44524643727,0
40,Irvington & I-19 Commerce,1,1,165,95.77,71,46,92,40.85,19.72,21.13,10.81,165,7.60243902439024,3.70255717058413,0.379508918937409,187.083877234806,1.2,18,14.2974428294159,81.9959279363189,0.614655664431134,,50,,,0.146529212806964,484.54501761048,,4084960.55657959,8773.89764961873,59.15
41,Harold Bell Wright Estates,2,1,457,30.92,993,497,949,49.85,38.67,11.28,15.93,457,4.99570815450644,14.5797561714048,0.623487677482273,1592.65376985455,1.2,18,3.4202438285952,19.6151206785828,0.419202589758983,91.7772906131031,47.6290832455216,04 Low Priority,89 - 99,0.24072993813173,4124.95432727034,Low Priority,6721995.47714233,10616.8533959286,50.15
42,Aerospace Parkway,5,1,148,71.43,14,6,9,28.57,7.14,28.57,16.67,148,6.86286797619675,1.47995030586431,17.1580313659011,0.815944422844617,1.2,18,16.5200496941357,94.74259281092,0.58153456343275,,33.3333333333333,,,6.62475294757295,2.11328635358833,,184611205.724945,73861.1004694408,71.43
43,Millville,5,1,181,71.94,253,89,210,29.64,14.23,15.81,12.15,181,5.16790490341753,3.33754264652217,1.22149716115471,207.122871870478,1.2,18,14.6624573534778,84.0892886140138,0.562730679152035,52.6803775088245,57.6190476190476,01 High Priority,0 - 64,0.471622690636624,536.445775453437,High Priority,13136719.0454712,20132.3568087887,70.36
44,El Dorado Medical Offices,2,1,459,0,0,0,0,0,0,0,0,459,6.34782608695652,6.00941492200212,0.0650446805998381,0,1.2,18,11.9905850779979,,,,,,,0.0251138915846706,0,,706787.918243408,3693.84773690527,0
45,Midvale Park,1,1,35,87.88,15111,6382,13981,38.38,9.03,29.35,13.82,35,7.84695843655381,5.9622823972963,9.82188462573464,1538.50310564707,1.2,18,12.0377176027037,69.0363890134453,0.63965985366452,55.8401935061327,54.3523353122094,01 High Priority,0 - 64,3.79225085544312,3984.70475082385,High Priority,105388715.832977,50679.2360153132,61.62
46,Mission Creek,1,1,173,92.46,769,228,695,38.23,5.2,33.03,16.26,173,5.78735632183908,6.15556919877366,0.170245596935692,4517.00375129513,0.8,12,5.84443080122634,33.5178487876307,0.640170095487244,78.5428755410954,67.1942446043165,02 Upper-Moderate Priority,64 - 79,0.0657321924679816,11698.9860086377,High Priority,1832486.91323853,6432.61776742783,61.77
47,Rainbow Vista Estates Annex,2,1,97,44.44,108,46,87,39.81,22.22,17.59,21.88,97,1.72448979591837,10.0771747972822,0.0869555409318786,1242.01400902799,1.2,18,7.9228252027178,45.4374542444413,0.427571199887587,80.5722531688669,47.1264367816092,03 Low-Moderate Priority,79 - 89,0.0335737220554094,3216.8015158331,Moderate Priority,936016.313079834,4317.47197239969,60.19
48,Eastlawn,2,1,298,31.67,341,224,358,43.99,22.58,21.11,12.7,298,2.37058823529412,12.7713387527371,0.330716248789938,1031.09539143507,1.2,18,5.2286612472629,29.9864063769442,0.330023468891103,90.1037821479026,37.4301675977654,04 Low Priority,89 - 99,0.12769025753943,2670.52480409244,Low Priority,3559940.02514648,7991.12076468056,56.01
49,El Dorado Place,2,0,102,0,0,0,0,0,0,0,0,102,5.29411764705882,12.8243258277752,0.101316827338425,0,1.2,18,5.1756741722248,,,,,,,0.0391186457371452,0,,1090614.83532715,7853.66830367824,0
50,Interstate Commerce Center,1,1,183,83.91,174,45,111,43.68,13.79,29.89,26.87,183,6.34493670886076,2.71903482662271,0.29097485145282,597.989823282763,1.2,18,15.2809651733773,87.6364349977144,0.668217299679764,41.4398180522661,59.4594594594595,01 High Priority,0 - 64,0.112346018241997,1548.78653220445,High Priority,3151862.17233276,10513.1180872541,56.32
51,Rancho Bueno,5,1,154,88.75,4568,1687,4504,38.53,5.89,32.64,15.13,154,6.35558583106267,7.50512108105777,1.31655254441601,3469.66782250704,1,15,7.49487891894223,42.983179514076,0.629239862174411,72.9532700467449,62.544404973357,02 Upper-Moderate Priority,64 - 79,0.508323779299486,8986.39840594335,High Priority,14174213.8490601,16065.1713622788,61.47
52,Green Acres,2,1,439,18.66,359,287,324,45.13,31.75,13.37,10.84,439,4.51053864168618,13.7331893655103,0.394386600570412,910.274333561963,1.2,18,4.2668106344897,24.4701868353496,0.286606344322449,92.9866892062331,11.4197530864198,04 Low Priority,89 - 99,0.152273517800324,2357.59970076186,Low Priority,4245452.27249146,11284.2588375981,54.87
53,Barrio Santa Cruz,1,1,189,79.53,215,42,100,30.23,10.7,20,24.14,189,6.83710407239819,8.33383706631399,0.40660076510115,528.774214053716,1.2,18,9.66616293368601,55.4355075091155,0.690901094880324,61.6995471667057,58,01 High Priority,0 - 64,0.156989433091397,1369.51892726964,High Priority,4376567.44543457,10130.9944696662,69.77
54,Colonia Verde Plaza,2,1,105,0,0,0,0,0,0,0,0,105,6.67441860465116,4.75674356061009,0.074229153378132,0,1.2,18,13.2432564393899,,,,,,,0.0286600363497736,0,,799034.034851074,4034.44856532292,0
55,Catalina Heights,6,1,378,42.3,974,280,773,35.63,16.84,18.69,13.23,378,5.125,12.0619873070012,0.507759614419233,1918.23054126517,1.2,18,5.9380126929988,34.0545415476907,0.50506330587975,82.800300665704,63.777490297542,03 Low-Moderate Priority,79 - 89,0.196047083173764,4968.1942941059,Moderate Priority,5455176.93670654,9590.29723215982,64.37
56,Tierra Vista,5,1,146,83.83,841,437,1070,38.76,6.42,32.34,8.77,146,8.79351032448378,8.13633728081475,0.30642399488221,2744.56313489184,1,15,6.86366271918525,39.3631504889539,0.63440529958888,75.027808721293,59.1588785046729,02 Upper-Moderate Priority,64 - 79,0.118310965868288,7108.38588653107,High Priority,3297842.45761108,7815.55600494461,61.24
57,San Carlos,6,1,52,43.62,188,158,240,42.02,20.21,21.81,15,52,4.61923076923077,17.331637065381,0.233425821739955,805.395044124291,1.2,18,0.668362934619001,3.83306579198716,0.422729609000734,98.3796495964792,34.1666666666667,04 Low Priority,89 - 99,0.090126213644856,2085.96358813894,Low Priority,2509351.17861938,6507.61519260774,57.98
58,Sonoran Place,2,1,374,18.97,58,47,53,44.83,32.76,13.79,11.11,374,3.15573770491803,16.2399617899458,0.112240969133044,516.745359987494,1.2,18,1.7600382100542,10.093830621225,0.255478003940986,,11.3207547169811,,,0.0433364804646682,1338.36433826893,,1208229.44366455,4739.20474024871,55.17
59,Far Horizons,2,1,114,19.82,1095,683,1213,60.46,54.98,5.39,28.21,114,2.94218415417559,10.3751027926376,0.416553156961445,2628.7161235015,1,15,4.6248972073624,26.5238156677604,0.380066216365201,89.9191937355863,43.6933223413026,04 Low Priority,89 - 99,0.160832073071281,6808.34350443706,Low Priority,4484003.76647949,10784.0864026428,39.54
60,Colonia Del Rio,3,1,278,41.95,379,134,257,34.83,27.97,6.86,9.87,278,4.03680981595092,13.2084723910991,0.288277568143829,1314.70513796935,1.2,18,4.7915276089009,27.4794421080662,0.424488030902196,88.3353057292561,47.8599221789883,03 Low-Moderate Priority,79 - 89,0.111304591334168,3405.07067549563,Moderate Priority,3081301.32821655,9124.83707642741,65.17
61,Houghton East,2,1,329,23.21,4381,3758,4239,43.8,27.6,16.23,8.57,329,4.40663998116317,8.84821875594499,7.66571713121622,571.505564973139,1.2,18,9.15178124405501,52.4855251620647,0.283139725947295,85.1392627894132,11.3470158056145,03 Low-Moderate Priority,79 - 89,2.95974993152239,1480.19261807925,Moderate Priority,82567944.0125122,42630.465942417,56.2
62,Las Vistas,5,1,34,92.9,3282,1519,2778,41.93,9.69,32.24,14.49,34,4.68392106114526,6.84274194268018,2.78194876308121,1179.74854301952,1.2,18,11.1572580573198,63.9869477745121,0.544420702821081,65.1641809212243,45.3203743700504,02 Upper-Moderate Priority,64 - 79,1.07411642251998,3055.53469920897,High Priority,29948019.8546753,31811.7470560393,58.07
63,Silverbell Terrace,3,1,243,73.94,165,87,140,33.94,10.91,23.64,9.64,243,6.65734265734266,10.8210074070926,0.128694534916495,1282.10572505711,1.2,18,7.1789925929074,41.1715693726926,0.533638491659194,78.0292658207145,37.8571428571429,02 Upper-Moderate Priority,64 - 79,0.0496892377302693,3320.6385836643,High Priority,1385565.44631958,4744.00262676075,66.06
