OBJECTID,Neighborhood Name,Primary Ward,HasData,ORIGINAL_OID,Percent Minority Population,Total Population,Population Under 200% of Poverty,Population for which poverty status is determined,"Percent Non-Working Age (0-17, 65+)",Percent Seniors,Percent Children,Percent Unemployed,KeyField,HeatSeverity,PCTTreeCover,AREASqKm,PopDensity,PopAdjFactor,GOAL,GAP,GapScore,PriorityIndex,TreeEquityScore,PCTPoverty,Status,TES,AreaSqMi,PopDens_SqMi,PriorityCategory,Shape__Area,Shape__Length,Percent Working Age (18-64)
11,Vista Del Rio,2,1,352,32.29,288,199,272,41.67,23.61,18.06,9.02,352,4.38333333333333,12.1016995545916,0.218668461979503,1317.06235729136,1.2,18,5.8983004454084,33.8267915485851,0.343297394848709,88.3873505852804,26.8382352941176,03 Low-Moderate Priority,79 - 89,0.0844283651863863,3411.17584551357,Moderate Priority,2369802.90301514,10032.9012515562,58.33
12,Wilmot and Old Vail,5,1,313,63.84,5681,738,984,12.96,4.26,8.7,11.59,313,6.11483409238777,0.754295867079116,5.55855939563413,1022.02739876487,1.2,18,17.2457041329209,98.9042257532027,0.543785217348389,,25,,,2.14617178131914,2647.03881089527,,59618405.4781799,33338.9490581611,87.04
13,Whitmore,2,1,294,21.58,190,71,115,63.16,53.68,9.47,11.86,294,2.23232323232323,6.60360007025419,0.093299340160358,2036.45598857868,1,15,8.39639992974581,48.1534083946449,0.248055804434671,88.0552675443951,38.2608695652174,03 Low-Moderate Priority,79 - 89,0.0360230766310184,5274.39679697976,Moderate Priority,1004300.67376709,4115.54349261697,36.84
14,Stella Mann,4,1,343,56.62,4608,2295,5002,35.35,11.15,24.2,14.33,343,4.82078651685393,7.21938275443082,1.59739082654754,2884.70418348359,1,15,7.78061724556918,44.6218906821,0.51241940179664,77.1348774696432,54.1183526589364,02 Upper-Moderate Priority,64 - 79,0.616756046246144,7471.34953608703,High Priority,17195043.4298401,17373.2374010831,64.65
15,Haven Ridge,1,1,200,59.15,2519,1314,2286,16.47,9.01,7.46,15.84,200,4.55153707052441,11.3590465640598,0.506965191513177,4968.78295032713,0.8,12,0.640953435940199,3.67587213818121,0.548754807653108,97.982847491855,42.5196850393701,04 Low Priority,89 - 99,0.195740354773847,12869.0887625619,Low Priority,5456831.22698975,10090.424698217,83.53
16,Miracle Manor,3,1,36,76.19,3621,869,2666,37.53,11.32,26.21,16.46,36,5.15666041275797,9.0798244825066,0.954071585637336,3795.31269404812,1,15,5.9201755174934,33.9522452297562,0.595464819079261,79.7826324369285,67.4043510877719,03 Low-Moderate Priority,79 - 89,0.368369098666223,9829.81475132084,Moderate Priority,10269449.6109009,13388.9549134118,62.47
17,Bronx Park,3,1,238,66.26,1135,226,735,29.52,11.63,17.89,16.37,238,6.003861003861,5.72272940649747,0.693016392148539,1637.76789821838,1.2,18,12.2772705935025,70.4102269790748,0.623378712197747,56.1077633802333,69.2517006802721,01 High Priority,0 - 64,0.267575124948724,4241.79938332273,High Priority,9988350.64291382,14313.338179839,70.48
18,Rolling Hills,2,1,333,34.91,2948,1946,3129,43.55,26.63,16.93,13.72,333,2.81622807017544,8.50303867838334,2.05228860077921,1436.44514659425,1.2,18,9.49696132161666,54.4651351596348,0.355899667825,80.6158764886422,37.8076062639821,03 Low-Moderate Priority,79 - 89,0.792393058815513,3720.37585034722,Moderate Priority,22078400.2182922,20354.7905463998,56.45
19,Tanglewood Terrace,1,1,233,75,52,29,55,38.46,15.38,23.08,17.86,233,5.91017964071856,9.95767879852894,0.145305447800725,357.866830095138,1.2,18,8.04232120147106,46.1227645771598,0.573856501427578,,47.2727272727273,,,0.0561027470511122,926.870834909842,,1564019.11685181,5292.83700614297,61.54
20,Villa Serena,2,1,383,26.71,161,66,77,52.17,39.75,13.04,12.7,383,2.26923076923077,16.3146331543219,0.106905479155323,1506.00325887959,1.2,18,1.6853668456781,9.6655898591992,0.243611479491539,97.6453513542421,14.2857142857143,04 Low Priority,89 - 99,0.0412764362671283,3900.53053412989,Low Priority,1152032.91900635,4426.53757976183,47.83
21,South Park,5,1,56,90.61,3675,959,3028,38.23,10.39,27.86,13.44,56,4.96418732782369,4.21515364995031,4.25889266156305,862.900357449075,1.2,18,13.7848463500497,79.0561837817876,0.60135416103094,52.4592349275953,68.32892998679,01 High Priority,0 - 64,1.64436764984316,2234.90166590818,High Priority,45846413.7811584,32053.1259043999,61.77
22,Pio Decimo ,2,1,428,36.33,1745,1095,1609,39.66,24.3,15.42,11.58,428,3.31150793650794,11.2396107996695,1.35664782581486,1286.25864929381,1.2,18,6.7603892003305,38.7708761843263,0.356735064268309,86.1690689926457,31.9453076444997,03 Low-Moderate Priority,79 - 89,0.523804653997378,3331.39460805313,Moderate Priority,14603708.5203552,16386.1560866708,60.34
23,Clarke Park,1,1,163,75,4,4,5,50,25,25,0,163,8.00369003690037,2.73090371061702,0.240520014661039,16.6306326134111,1.2,18,15.269096289383,87.568366870547,0.426647646001924,,20,,,0.0928652968452485,43.0731407305534,,2589121.12823486,6946.90307700669,50
24,El Conquistador,6,1,23,34.12,170,123,142,38.24,23.53,14.71,6.67,23,3.45762711864407,14.8066674337266,0.15107721683141,1125.25239454011,1.2,18,3.1933325662734,18.3137831082729,0.290140193155667,94.6864354315547,13.3802816901408,04 Low Priority,89 - 99,0.0583312395328707,2914.39032260239,Low Priority,1626213.33309937,5555.45915224115,61.76
25,Rio Rancho,1,1,91,69.39,588,388,733,48.47,20.41,28.06,15.14,91,8.24350649350649,8.7064308853539,0.283696821156305,2072.63513776221,1,15,6.2935691146461,36.0936599463113,0.575684341730296,79.2214451331706,47.0668485675307,03 Low-Moderate Priority,79 - 89,0.109535955034396,5368.10036316711,Moderate Priority,3053650.84158325,7170.66424103448,51.53
26,Rancho Valencia,5,1,307,69.79,2787,1779,2374,31.29,5.38,25.91,11.56,307,6.9210355987055,4.43597236253769,1.37713745685217,2023.76312265187,1,15,10.5640276374623,60.5847674450206,0.523211688322928,68.3013415384388,25.0631844987363,02 Upper-Moderate Priority,64 - 79,0.531715744770285,5241.52242511467,High Priority,14823737.8834229,16761.0264023586,68.71
27,Tanque Verde and Grant (North),2,1,100,0,0,0,0,0,0,0,0,100,6.44067796610169,6.08990703529875,0.0533175749744969,0,1.2,18,11.9100929647012,,,,,,,0.0205860307885689,0,,575358.481689453,4097.70284755857,0
28,Harlan Heights,6,1,27,37.63,1536,858,1646,42.19,27.6,14.58,9.9,27,4.87113951011715,10.708298884387,0.833166279181347,1843.5695711416,1.2,18,7.291701115613,41.8179534859805,0.415855913379923,82.6097567574084,47.8736330498177,03 Low-Moderate Priority,79 - 89,0.321687298858326,4774.82326921607,Moderate Priority,8968508.19674683,12083.0249316206,57.81
29,Anklam Peaks,1,0,202,0,0,0,0,0,0,0,0,202,5.8,1.05802526147121,0.170598017396687,0,1.2,18,16.9419747385288,,,,,,,0.0658682627685803,0,,1837113.76275635,5329.68704954379,0
30,Irvington,1,1,160,89.26,512,296,461,37.89,9.57,28.52,19.28,160,7.79365079365079,2.90969297954945,0.112862447070261,4536.49564838215,0.8,12,9.09030702045055,52.132970088493,0.634801501192745,66.9059123261882,35.7917570498915,02 Upper-Moderate Priority,64 - 79,0.0435764344379522,11749.4697903526,High Priority,1214836.07540894,6935.00444391124,62.11
